method,model_version,prompt_version,reasoning,prior_correction,data_path,split,setup_id,n_boards,correct_square,correct_square_mean,correct_board,correct_board_mean,board_rank,board_rank_mean,first_output_illegal,first_output_illegal_mean,none_legal,none_legal_mean,input_tokens,input_tokens_mean,output_tokens,output_tokens_mean,inference_time,inference_time_mean,cost,cost_mean,n_suggested,n_suggested_mean,effort
move,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-09_205328,18,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]",0.1111111111111111,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[false, false, false, true, false, false, false, false, false, true, true, true, true, true, true, true, true, true]",0.5555555555555556,"[false, false, false, true, false, false, false, false, false, true, true, true, true, true, true, true, true, true]",0.5555555555555556,"[1173, 1171, 1172, 1173, 1175, 1175, 1177, 1179, 1178, 1178, 1182, 1184, 1183, 1181, 1183, 1183, 1182, 1183]",1178.4444444444443,"[7788, 137, 40, 8192, 3730, 3112, 122, 7580, 3574, 8192, 8192, 8192, 8192, 8192, 3244, 8192, 8192, 8192]",5725.277777777777,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.0601695, 0.002784, 0.002058, 0.0631995, 0.0297375, 0.0251025, 0.0026805, 0.058618500000000004, 0.028572, 0.063207, 0.063213, 0.06321600000000001, 0.0632145, 0.0632115, 0.026104500000000003, 0.0632145, 0.063213, 0.0632145]",0.044707250000000004,"[1, 1, 1, 0, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.6111111111111112,high
move,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_200019,17,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]",0.058823529411764705,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",0.8823529411764706,"[false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",0.8823529411764706,"[1222, 1225, 1229, 1231, 1232, 1233, 1234, 1234, 1234, 1234, 1233, 1233, 1232, 1233, 1234, 1235, 1234]",1231.8823529411766,"[36, 108, 6971, 8192, 8192, 7213, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192]",7107.294117647059,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.002103, 0.0026475, 0.054126, 0.0632865, 0.063288, 0.055947, 0.063291, 0.063291, 0.063291, 0.063291, 0.0632895, 0.0632895, 0.063288, 0.0632895, 0.063291, 0.0632925, 0.063291]",0.055152529411764704,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.23529411764705882,high
move,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_201154,11,"[null, null, null, null, null, null, null, null, null, null, null]",,"[false, false, false, false, false, false, false, false, false, false, false]",0.0,"[null, null, null, null, null, null, null, null, null, null, null]",,"[false, true, true, false, false, true, true, true, true, false, true]",0.6363636363636364,"[false, true, true, false, false, true, true, true, true, false, true]",0.6363636363636364,"[1187, 1187, 1185, 1185, 1186, 1184, 1182, 1181, 1182, 1183, 1183]",1184.090909090909,"[1080, 8192, 5983, 224, 8034, 8192, 8192, 8192, 8192, 7523, 8192]",6545.090909090909,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0.0098805, 0.0632205, 0.046650000000000004, 0.0034575, 0.062034000000000006, 0.06321600000000001, 0.063213, 0.0632115, 0.063213, 0.058197, 0.0632145]",0.050864318181818184,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 2, 0]",0.5454545454545454,high
move,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203121,10,"[null, null, null, null, null, null, null, null, null, null]",,"[false, false, false, false, false, false, false, false, false, false]",0.0,"[null, null, null, null, null, null, null, null, null, null]",,"[true, true, true, true, true, true, true, true, true, true]",1.0,"[true, true, true, false, true, true, true, true, true, true]",0.9,"[1197, 1195, 1194, 1195, 1195, 1195, 1195, 1195, 1193, 1194]",1194.8,"[8192, 8192, 7910, 7762, 8192, 8192, 8192, 8192, 8192, 8192]",8120.8,"[null, null, null, null, null, null, null, null, null, null]",,"[0.0632355, 0.0632325, 0.061116000000000004, 0.060007500000000005, 0.0632325, 0.0632325, 0.0632325, 0.0632325, 0.06322950000000001, 0.063231]",0.06269820000000001,"[0, 0, 1, 3, 0, 0, 0, 0, 0, 0]",0.4,high
move,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203700,18,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[false, false, true, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false]",0.1111111111111111,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[true, true, false, true, true, true, true, true, true, true, true, false, false, true, true, true, true, false]",0.7777777777777778,"[true, true, false, true, true, true, true, true, true, true, true, false, false, true, true, true, true, false]",0.7777777777777778,"[1174, 1174, 1173, 1173, 1175, 1172, 1171, 1171, 1171, 1173, 1172, 1172, 1171, 1170, 1169, 1169, 1169, 1169]",1171.5555555555557,"[8192, 8192, 5578, 8192, 8192, 8192, 8192, 8192, 4401, 8192, 8192, 4570, 3704, 8192, 3485, 8192, 3191, 3563]",6589.111111111111,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.06320100000000001, 0.06320100000000001, 0.0435945, 0.0631995, 0.0632025, 0.063198, 0.0631965, 0.0631965, 0.034764, 0.0631995, 0.063198, 0.036033, 0.0295365, 0.063195, 0.027891000000000003, 0.0631935, 0.025686, 0.028476]",0.05117566666666667,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",0.3888888888888889,high
board,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-09_205328,18,"[1.0, null, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, null, null, null, null, 0.90625, null, null, null, 0.9375]",0.940625,"[true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]",0.05555555555555555,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[false, true, false, false, true, true, false, true, true, true, true, true, true, true, true, true, true, false]",0.7222222222222222,"[false, true, false, false, true, true, false, true, false, true, true, true, true, true, true, true, true, false]",0.6666666666666666,"[1228, 1226, 1227, 1228, 1230, 1230, 1232, 1234, 1233, 1233, 1237, 1239, 1238, 1236, 1238, 1238, 1237, 1238]",1233.4444444444443,"[4743, 8192, 167, 646, 5345, 3641, 5445, 4276, 7130, 8192, 8192, 8192, 8192, 6375, 8192, 8192, 8192, 7741]",6169.166666666667,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.0374145, 0.063279, 0.0030930000000000003, 0.006687, 0.0419325, 0.0291525, 0.0426855, 0.033921, 0.0553245, 0.0632895, 0.0632955, 0.06329850000000001, 0.063297, 0.0496665, 0.063297, 0.063297, 0.0632955, 0.0599145]",0.04811891666666667,"[2, 0, 1, 1, 1, 3, 1, 1, 2, 0, 0, 0, 0, 3, 0, 0, 0, 1]",0.8888888888888888,high
board,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_200019,17,"[0.96875, 0.9375, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",0.953125,"[true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]",0.058823529411764705,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",0.9411764705882353,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",0.9411764705882353,"[1277, 1280, 1284, 1286, 1287, 1288, 1289, 1289, 1289, 1289, 1288, 1288, 1287, 1288, 1289, 1290, 1289]",1286.8823529411766,"[218, 210, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192]",7253.411764705882,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.0035505, 0.003495, 0.063366, 0.063369, 0.0633705, 0.063372, 0.0633735, 0.0633735, 0.0633735, 0.0633735, 0.063372, 0.063372, 0.0633705, 0.063372, 0.0633735, 0.063375, 0.0633735]",0.056330911764705886,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11764705882352941,high
board,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_201154,11,"[0.9375, null, null, null, null, null, null, null, null, null, null]",0.9375,"[false, false, false, false, false, false, false, false, false, false, false]",0.0,"[null, null, null, null, null, null, null, null, null, null, null]",,"[false, true, true, true, true, true, true, true, true, true, true]",0.9090909090909091,"[false, true, true, true, true, true, true, true, true, true, true]",0.9090909090909091,"[1242, 1242, 1240, 1240, 1241, 1239, 1237, 1236, 1237, 1238, 1238]",1239.090909090909,"[7795, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192]",8155.909090909091,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0.060325500000000004, 0.063303, 0.0633, 0.0633, 0.0633015, 0.06329850000000001, 0.0632955, 0.063294, 0.0632955, 0.063297, 0.063297]",0.06302795454545454,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.18181818181818182,high
board,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203121,10,"[null, null, null, null, null, null, null, null, null, null]",,"[false, false, false, false, false, false, false, false, false, false]",0.0,"[null, null, null, null, null, null, null, null, null, null]",,"[true, true, true, true, true, true, true, true, true, true]",1.0,"[true, true, true, true, true, true, true, true, true, true]",1.0,"[1252, 1250, 1249, 1250, 1250, 1250, 1250, 1250, 1248, 1249]",1249.8,"[8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192]",8192.0,"[null, null, null, null, null, null, null, null, null, null]",,"[0.063318, 0.063315, 0.0633135, 0.063315, 0.063315, 0.063315, 0.063315, 0.063315, 0.06331200000000001, 0.0633135]",0.0633147,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,high
board,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203700,18,"[null, null, 1.0, null, null, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, null, null, 1.0, 0.953125, null, 0.96875, 0.9375, 1.0]",0.9588068181818182,"[false, false, true, false, false, false, false, false, false, false, false, false, true, false, false, false, false, true]",0.16666666666666666,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[true, true, false, true, true, true, true, false, true, false, true, true, false, true, true, false, true, false]",0.6666666666666666,"[true, true, false, true, true, true, true, false, true, false, true, true, false, true, true, false, true, false]",0.6666666666666666,"[1229, 1229, 1228, 1228, 1230, 1227, 1226, 1226, 1226, 1228, 1227, 1227, 1226, 1225, 1224, 1224, 1224, 1224]",1226.5555555555557,"[8192, 8192, 6471, 8192, 8192, 2848, 7027, 4851, 6555, 5408, 8192, 8192, 3186, 5694, 8192, 2996, 4614, 1407]",6022.277777777777,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.0632835, 0.0632835, 0.0503745, 0.063282, 0.06328500000000001, 0.0232005, 0.0545415, 0.0382215, 0.0510015, 0.042402, 0.0632805, 0.0632805, 0.025734, 0.0445425, 0.063276, 0.024306, 0.036441, 0.0123885]",0.04700691666666667,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2, 1]",0.6666666666666666,high
square_label,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-09_205328,18,"[0.328125, 0.328125, 0.359375, 0.40625, 0.34375, 0.28125, 0.296875, 0.28125, 0.328125, 0.234375, 0.484375, 0.21875, 0.28125, 0.40625, 0.296875, 0.21875, 0.296875, 0.25]",0.3133680555555556,"[false, false, true, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false]",0.1111111111111111,"[0.6666666666666667, 0.7, 1.0, 0.7727272727272727, 0.9565217391304348, 1.0, 0.92, 0.5555555555555556, 0.9666666666666667, 0.25, 0.4444444444444444, 0.6944444444444444, 0.7837837837837838, 0.7380952380952381, 0.8974358974358975, 0.475, 0.7222222222222222, 0.98]",0.7513091072873681,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194]",37194.0,"[673, 674, 676, 674, 666, 663, 663, 667, 666, 662, 692, 653, 658, 680, 654, 653, 653, 660]",665.9444444444445,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.060838500000000004, 0.060846, 0.060861, 0.060846, 0.060786, 0.0607635, 0.0607635, 0.0607935, 0.060786, 0.060756, 0.060981, 0.0606885, 0.060726, 0.060891, 0.060696, 0.0606885, 0.0606885, 0.060741]",0.06078558333333333,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_200019,17,"[0.53125, 0.46875, 0.359375, 0.4375, 0.34375, 0.4375, 0.390625, 0.328125, 0.390625, 0.375, 0.421875, 0.359375, 0.375, 0.390625, 0.34375, 0.390625, 0.453125]",0.39981617647058826,"[false, false, false, false, true, false, false, false, false, false, false, false, true, false, true, false, false]",0.17647058823529413,"[0.9333333333333333, 0.75, 0.7894736842105263, 0.5151515151515151, 1.0, 0.75, 0.9591836734693877, 0.7428571428571429, 0.9019607843137255, 0.5609756097560976, 0.8444444444444444, 0.9777777777777777, 1.0, 0.6875, 1.0, 0.3023255813953488, 0.8809523809523809]",0.7997609369212753,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084]",37084.0,"[673, 664, 656, 659, 656, 658, 653, 652, 657, 658, 658, 654, 656, 653, 652, 653, 657]",657.0,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.060673500000000005, 0.060606, 0.060546, 0.060568500000000004, 0.060546, 0.060561000000000004, 0.0605235, 0.060516, 0.0605535, 0.060561000000000004, 0.060561000000000004, 0.060531, 0.060546, 0.0605235, 0.060516, 0.0605235, 0.0605535]",0.0605535,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_201154,11,"[0.515625, 0.421875, 0.46875, 0.484375, 0.515625, 0.546875, 0.5, 0.53125, 0.484375, 0.46875, 0.5625]",0.5,"[false, false, false, false, false, false, true, false, false, false, false]",0.09090909090909091,"[0.5294117647058824, 0.6944444444444444, 0.8857142857142857, 0.5365853658536586, 0.935483870967742, 0.575, 1.0, 0.975, 0.4193548387096774, 0.9, 0.896551724137931]",0.758867844957602,"[null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null]",,"[37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294]",37294.0,"[664, 662, 661, 662, 665, 667, 668, 670, 671, 666, 670]",666.0,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0.060921, 0.060906, 0.06089850000000001, 0.060906, 0.060928500000000003, 0.060943500000000005, 0.060951000000000005, 0.060966000000000006, 0.06097350000000001, 0.060936000000000004, 0.060966000000000006]",0.060936,"[null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203121,10,"[0.5, 0.4375, 0.546875, 0.484375, 0.484375, 0.46875, 0.515625, 0.40625, 0.375, 0.421875]",0.4640625,"[false, false, false, false, false, true, false, false, false, false]",0.1,"[0.7619047619047619, 0.5483870967741935, 0.9024390243902439, 0.7941176470588236, 0.75, null, 0.9444444444444444, 0.7878787878787878, 0.7317073170731707, 0.46153846153846156]",0.7424908378958764,"[null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null]",,"[37768, 37768, 37768, 37768, 37768, 37768, 37768, 37768, 37768, 37768]",37768.0,"[671, 674, 674, 673, 679, 670, 673, 663, 667, 669]",671.3,"[null, null, null, null, null, null, null, null, null, null]",,"[0.0616845, 0.061707, 0.061707, 0.061699500000000004, 0.0617445, 0.061677, 0.061699500000000004, 0.0616245, 0.0616545, 0.0616695]",0.06168675,"[null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203700,18,"[0.375, 0.46875, 0.359375, 0.328125, 0.359375, 0.4375, 0.453125, 0.46875, 0.375, 0.46875, 0.453125, 0.40625, 0.4375, 0.40625, 0.4375, 0.5, 0.453125, 0.515625]",0.4279513888888889,"[false, false, true, false, false, true, false, false, false, false, false, false, true, false, false, false, false, false]",0.16666666666666666,"[0.5128205128205128, 0.9166666666666666, null, 0.7317073170731707, 0.5833333333333333, 1.0, 0.05714285714285716, 0.9444444444444444, 0.7586206896551724, 0.6551724137931034, 0.9655172413793104, 0.5, null, 0.0714285714285714, 0.7916666666666666, 0.6785714285714286, 0.9655172413793104, 0.8076923076923077]",0.6837688557529285,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647]",37647.0,"[660, 666, 660, 661, 664, 669, 670, 666, 668, 672, 670, 666, 671, 667, 668, 674, 672, 675]",667.7222222222222,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.0614205, 0.0614655, 0.0614205, 0.061427999999999996, 0.0614505, 0.061488, 0.0614955, 0.0614655, 0.0614805, 0.0615105, 0.0614955, 0.0614655, 0.061503, 0.061473, 0.0614805, 0.0615255, 0.0615105, 0.061533]",0.061478416666666674,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_logits,claude-sonnet-5,1,thinking,false,data/generated/data.csv,val,2026-07-09_205328,18,"[0.296875, 0.265625, 0.203125, 0.265625, 0.265625, 0.265625, 0.171875, 0.203125, 0.21875, 0.203125, 0.421875, 0.234375, 0.1875, 0.296875, 0.140625, 0.125, 0.140625, 0.203125]",0.2282986111111111,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]",0.0,"[0.6666666666666667, 0.8, 0.7142857142857143, 0.9545454545454546, 0.6956521739130435, 0.9565217391304348, 0.36, 0.8888888888888888, 0.6333333333333333, 0.2142857142857143, 0.11111111111111116, 0.05555555555555558, 0.3513513513513513, 0.45238095238095233, 0.3076923076923077, 0.30000000000000004, 0.8611111111111112, 0.98]",0.5724101152362022,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434]",55434.0,"[4981, 4929, 4929, 4942, 4994, 5020, 4968, 5020, 4929, 4903, 4942, 4929, 5007, 4968, 4955, 4955, 4929, 4968]",4959.333333333333,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.1205085, 0.1201185, 0.1201185, 0.120216, 0.120606, 0.120801, 0.120411, 0.120801, 0.1201185, 0.1199235, 0.120216, 0.1201185, 0.1207035, 0.120411, 0.1203135, 0.1203135, 0.1201185, 0.120411]",0.12034600000000001,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,none,false,data/generated/data.csv,val,2026-07-09_205328,18,"[0.328125, 0.328125, 0.328125, 0.40625, 0.328125, 0.296875, 0.296875, 0.265625, 0.28125, 0.265625, 0.484375, 0.15625, 0.25, 0.40625, 0.265625, 0.234375, 0.25, 0.28125]",0.3029513888888889,"[false, false, true, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false]",0.1111111111111111,"[0.5714285714285714, 0.7, 1.0, 0.8636363636363636, 0.9565217391304348, 1.0, 0.92, 0.5925925925925926, 0.9666666666666667, 0.25, 0.4444444444444444, 0.7222222222222222, 0.7837837837837838, 0.7142857142857143, 0.28205128205128205, 0.5, 0.7222222222222222, 0.96]",0.7194364223591276,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[36601, 36617, 36604, 37194, 37194, 36056, 36013, 37194, 37194, 37194, 36583, 37194, 37194, 34343, 36619, 36020, 37194, 36625]",36646.27777777778,"[598, 600, 598, 611, 601, 582, 578, 598, 598, 598, 618, 588, 594, 566, 579, 571, 593, 586]",592.0555555555555,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.0593865, 0.059425500000000006, 0.059391000000000006, 0.0603735, 0.0602985, 0.058449, 0.0583545, 0.060276, 0.060276, 0.060276, 0.0595095, 0.060201, 0.060246, 0.055759500000000004, 0.059271, 0.0583125, 0.0602385, 0.0593325]",0.059409833333333335,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,none,false,data/generated/data.csv,val,2026-07-22_200019,17,"[0.53125, 0.515625, 0.453125, 0.421875, 0.328125, 0.390625, 0.4375, 0.359375, 0.328125, 0.390625, 0.40625, 0.453125, 0.359375, 0.4375, 0.40625, 0.421875, 0.46875]",0.4181985294117647,"[false, false, false, false, true, false, false, false, false, false, false, false, false, false, true, false, false]",0.11764705882352941,"[0.9, 0.75, 0.8157894736842105, 0.4242424242424242, 1.0, 0.5, 0.9591836734693877, 0.7142857142857143, 0.5686274509803921, 0.46341463414634143, 0.9777777777777777, 0.8888888888888888, 0.9767441860465116, 0.6875, 1.0, 0.3023255813953488, 0.8809523809523809]",0.7535136579923164,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[31349, 33628, 30154, 32440, 35934, 31862, 36511, 31859, 35330, 34757, 34209, 35939, 35345, 34758, 30137, 35928, 36494]",33919.64705882353,"[512, 543, 484, 519, 573, 511, 582, 506, 561, 554, 547, 575, 564, 553, 476, 570, 584]",542.0,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.050863500000000006, 0.0545145, 0.048861, 0.0525525, 0.05819850000000001, 0.051625500000000005, 0.059131500000000004, 0.051583500000000004, 0.0572025, 0.0562905, 0.055416, 0.058220999999999995, 0.0572475, 0.0562845, 0.0487755, 0.058167, 0.059121]",0.054944470588235296,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,none,false,data/generated/data.csv,val,2026-07-22_201154,11,"[0.421875, 0.4375, 0.46875, 0.5, 0.46875, 0.5, 0.53125, 0.515625, 0.515625, 0.484375, 0.53125]",0.48863636363636365,"[false, false, false, false, false, false, true, false, false, false, false]",0.09090909090909091,"[0.02941176470588236, 0.6944444444444444, 0.8571428571428572, 0.926829268292683, 0.8709677419354839, 0.44999999999999996, 1.0, 0.975, 0.5161290322580645, 0.925, 0.9655172413793104]",0.7464038500144295,"[null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null]",,"[36719, 37294, 37294, 37294, 36693, 36713, 37294, 37294, 36686, 37294, 37294]",37079.0,"[591, 598, 593, 599, 589, 594, 604, 605, 596, 603, 604]",597.8181818181819,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0.059511, 0.06042600000000001, 0.060388500000000005, 0.0604335, 0.059456999999999996, 0.0595245, 0.060471000000000004, 0.060478500000000004, 0.059499, 0.0604635, 0.060471000000000004]",0.060102136363636365,"[null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,none,false,data/generated/data.csv,val,2026-07-22_203121,10,"[0.53125, 0.53125, 0.453125, 0.5, 0.46875, 0.515625, 0.46875, 0.40625, 0.421875, 0.40625]",0.4703125,"[false, false, false, false, false, true, false, false, false, false]",0.1,"[0.7380952380952381, 0.6774193548387097, 0.8048780487804879, 0.7941176470588236, 0.825, null, 0.8888888888888888, 0.9393939393939394, 0.7073170731707317, 0.46153846153846156]",0.7596276279739201,"[null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null]",,"[37768, 36597, 37153, 36614, 37187, 36615, 37768, 36615, 36585, 37146]",37004.8,"[607, 592, 595, 589, 602, 585, 606, 581, 585, 593]",593.5,"[null, null, null, null, null, null, null, null, null, null]",,"[0.0612045, 0.0593355, 0.060192, 0.0593385, 0.0602955, 0.05931, 0.061197, 0.05928, 0.059265000000000005, 0.060166500000000005]",0.059958449999999996,"[null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-sonnet-5,1,none,false,data/generated/data.csv,val,2026-07-22_203700,18,"[0.359375, 0.375, 0.40625, 0.34375, 0.421875, 0.484375, 0.46875, 0.453125, 0.390625, 0.484375, 0.390625, 0.46875, 0.453125, 0.421875, 0.421875, 0.515625, 0.484375, 0.53125]",0.4375,"[false, false, true, false, false, false, false, false, false, false, true, false, true, false, false, false, true, false]",0.2222222222222222,"[0.5128205128205128, 0.7777777777777778, null, 0.8292682926829268, 0.8333333333333334, 0.6666666666666667, 0.4285714285714286, 0.9722222222222222, 0.9655172413793104, 0.6551724137931034, 1.0, 0.5384615384615384, null, 0.3214285714285714, 0.75, 0.5357142857142857, 1.0, 0.8076923076923077]",0.724665412033999,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[35887, 34734, 35886, 32288, 30640, 35894, 34105, 31175, 34131, 37647, 34698, 33540, 34665, 36440, 35919, 36481, 37647, 37647]",34968.0,"[566, 553, 570, 510, 487, 574, 548, 498, 545, 609, 553, 538, 554, 583, 574, 590, 610, 612]",559.6666666666666,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.0580755, 0.0562485, 0.058104, 0.052257000000000005, 0.049612500000000004, 0.058146, 0.055267500000000004, 0.0504975, 0.055284, 0.061038, 0.0561945, 0.054345000000000004, 0.0561525, 0.0590325, 0.0581835, 0.0591465, 0.0610455, 0.061060500000000004]",0.056649500000000005,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
